anio_inicio,mes_inicio,fecha_inicio,fecha_hecho,hora_hecho,delito,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_catalogo,alcaldia_hecho,anio_hecho
2019,Febrero,2019-02-22 00:00:00,2019-02-20 00:00:00,00:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,,IZTAPALAPA,2019
2019,Febrero,2019-02-21 00:00:00,2019-02-20 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Insurgentes San Borja,IZTAPALAPA,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-1,UI-3SD,Prados Del Rosario,AZCAPOTZALCO,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,06:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-3CD,Martin Carrera,GUSTAVO A. MADERO,2019
2019,Febrero,2019-02-21 00:00:00,2019-02-20 00:00:00,11:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Del Valle Norte,IZTAPALAPA,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,23:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-3CD,Juan Escutia,IZTAPALAPA,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,09:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Nueva Santa Maria,IZTAPALAPA,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,12:10:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,AGENCIA CENTRAL DE INVESTIGACIÓN,ACI,UI-4SD,Guerrero,CUAUHTEMOC,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,14:11:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,AGENCIA CENTRAL DE INVESTIGACIÓN,ACI,UI-4SD,Juan Escutia,IZTAPALAPA,2019
2019,Febrero,2019-02-20 00:00:00,2019-02-20 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-3SD,Panamericana,GUSTAVO A. MADERO,2019
2019,Febrero,2019-02-21 00:00:00,2019-02-21 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-1SD,Centro,CUAUHTEMOC,2019
2019,Febrero,2019-02-21 00:00:00,2019-02-21 00:00:00,20:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN VENUSTIANO CARRANZA,VC-5,UI-1SD,Cuchilla Del Tesoro,GUSTAVO A. MADERO,2019
2019,Febrero,2019-02-27 00:00:00,2019-02-21 00:00:00,20:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLAHUAC,TLH-1,UI-1SD,Villa Centroamericana,TLAHUAC,2019
2019,Febrero,2019-02-23 00:00:00,2019-02-22 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,La Casilda,IZTAPALAPA,2019
2019,Febrero,2019-02-22 00:00:00,2019-02-22 00:00:00,08:52:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-8,UI-2CD,El Molino Tezonco,IZTAPALAPA,2019
2019,Febrero,2019-02-27 00:00:00,2019-02-22 00:00:00,18:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN CUAUHTEMOC,CUH-2,UI-1SD,Santa Maria La Ribera,CUAUHTEMOC,2019
2019,Febrero,2019-02-22 00:00:00,2019-02-22 00:00:00,00:45:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Tacuba,IZTAPALAPA,2019
2019,Febrero,2019-02-22 00:00:00,2019-02-22 00:00:00,17:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-3,UI-2CD,Los Alpes,ALVARO OBREGON,2019
2019,Febrero,2019-02-22 00:00:00,2019-02-22 00:00:00,18:40:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN ÁLVARO OBREGÓN,AO-1,UI-2SD,Olivar Del Conde 2da Seccion,ALVARO OBREGON,2019
2019,Febrero,2019-02-23 00:00:00,2019-02-23 00:00:00,06:55:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN COYOACÁN,COY-1,UI-3CD,Los Cipreses,COYOACAN,2019
2019,Febrero,2019-02-23 00:00:00,2019-02-23 00:00:00,08:50:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Pueblo Santa Rosa Xochiac,IZTAPALAPA,2019
2019,Febrero,2019-02-24 00:00:00,2019-02-23 00:00:00,17:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-6,UI-3CD,San Miguel Teotongo Secc Puente,IZTAPALAPA,2019
2019,Febrero,2019-02-26 00:00:00,2019-02-23 00:00:00,16:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTACALCO,IZC-2,UI-2SD,Granjas Mexico,IZTACALCO,2019
2019,Marzo,2019-03-13 00:00:00,2019-02-24 00:00:00,15:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,B,Unidad 8,Constitucion De 1917,IZTAPALAPA,2019
2019,Febrero,2019-02-24 00:00:00,2019-02-24 00:00:00,11:00:00,PLAGIO O SECUESTRO,SECUESTRO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,1 CON DETENIDO 1 C/D,Chinampac De Juarez,IZTAPALAPA,2019
2019,Febrero,2019-02-25 00:00:00,2019-02-25 00:00:00,19:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-3,UI-2CD,Pueblo San Pedro Martir,TLALPAN,2019
2019,Febrero,2019-02-25 00:00:00,2019-02-25 00:00:00,09:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,2 CON DETENIDO 2 C/D,Valle Gomez,IZTAPALAPA,2019
2019,Febrero,2019-02-26 00:00:00,2019-02-25 00:00:00,10:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,JUZGADOS FAMILIARES,CJM-IZP,3 SIN DETENIDO,San Miguel 8va Ampliacion,IZTAPALAPA,2019
2019,Marzo,2019-03-05 00:00:00,2019-02-26 00:00:00,13:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN AZCAPOTZALCO,AZ-4,UI-1SD,Pueblo Santa Cruz Acayucan,AZCAPOTZALCO,2019
2019,Febrero,2019-02-26 00:00:00,2019-02-26 00:00:00,08:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN PARA LA ATENCIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,Santiago Acahualtepec 2a Ampliacion,IZTAPALAPA,2019
2019,Febrero,2019-02-26 00:00:00,2019-02-26 00:00:00,11:30:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN IZTAPALAPA,IZP-9,UI-3SD,Xalpa,IZTAPALAPA,2019
2019,Febrero,2019-02-26 00:00:00,2019-02-26 00:00:00,08:45:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN TLALPAN,TLP-3,UI-3CD,La Joya,TLALPAN,2019
2019,Febrero,2019-02-26 00:00:00,2019-02-26 00:00:00,10:10:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-3,UI-3SD,San Bartolo Atepehuacan,GUSTAVO A. MADERO,2019
2019,Febrero,2019-02-28 00:00:00,2019-02-27 00:00:00,12:00:00,PRIVACION DE LA LIBERTAD PERSONAL,DELITO DE BAJO IMPACTO,INVESTIGACIÓN EN GUSTAVO A. MADERO,GAM-4,UI-2CD,Martin Carrera,GUSTAVO A. MADERO,2019
